ID,rodata,data,hora,mandante,visitante,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante,vencedor,arena,mandante_Placar,visitante_Placar,mandante_Estado,visitante_Estado
8106,9,03/06/2023,16:00,Fortaleza,Bahia,4-2-3-1,3-5-2,J. Vojvoda,R. Alves Paiva,-,Arena CastelÃ£o,0,0,CE,BA
8107,9,03/06/2023,18:30,Athletico-PR,Botafogo-RJ,4-2-3-1,4-2-3-1,P. Turra,L. Ribeiro de Castro,Athletico-PR,Ligga Arena,1,0,PR,RJ
8108,9,03/06/2023,18:30,Cruzeiro,Atletico-MG,4-3-3,4-2-3-1,P. Marques da Costa Filipe,E. Coudet,Atletico-MG,EstÃ¡dio Municipal Parque do SabiÃ¡,0,1,MG,MG
8109,9,03/06/2023,18:33,America-MG,Corinthians,4-1-3-2,3-4-2-1,V. Carmo Mancini,V. Luxemburgo da Silva,America-MG,EstÃ¡dio Raimundo Sampaio,2,0,MG,SP
8110,9,03/06/2023,21:01,Santos,Internacional,4-2-3-1,4-2-3-1,O. Hellmann,L. Venker de Menezes,-,EstÃ¡dio Urbano Caldeira,1,1,SP,RS
8111,9,04/06/2023,16:00,Fluminense,Bragantino,4-2-3-1,4-3-3,F. Diniz Silva,P. Faria Caixinha,Fluminense,Â MaracanÃ£,2,1,RJ,SP
8112,9,04/06/2023,16:01,Gremio,Sao Paulo,3-4-2-1,3-4-2-1,Renato GaÃºcho,D. Silvestre JÃºnior,Gremio,Arena do GrÃªmio,2,1,RS,SP
8113,9,04/06/2023,18:29,Goias,Cuiaba,4-2-3-1,4-2-3-1,E. Rodrigues de Ãvila,A. Cardoso de Oliveira,Cuiaba,EstÃ¡dio HailÃ© Pinheiro - Serrinha,0,1,GO,MT
8114,9,04/06/2023,18:29,Palmeiras,Coritiba,4-2-3-1,3-4-1-2,A. Moreira Ferreira,A. Zago,Palmeiras,Allianz Parque,3,1,SP,PR
8115,9,05/06/2023,20:00,Vasco,Flamengo,3-4-3,4-2-2-2,M. Nogueira Barbieri,J. Sampaoli Moya,Flamengo,Â MaracanÃ£,1,4,RJ,RJ
8116,10,10/06/2023,16:03,Coritiba,Santos,3-5-2,4-2-3-1,A. Zago,O. Hellmann,-,Â Couto Pereira,0,0,PR,SP
8119,10,10/06/2023,18:30,Atletico-MG,Bragantino,4-2-3-1,4-3-3,E. Coudet,P. Faria Caixinha,-,Â MineirÃ£o,1,1,MG,SP
8117,10,10/06/2023,18:31,Bahia,Cruzeiro,3-4-2-1,4-3-3,R. Alves Paiva,P. Marques da Costa Filipe,-,Itaipava Arena Fonte Nova,2,2,BA,MG
8118,10,10/06/2023,18:32,Corinthians,Cuiaba,3-4-1-2,4-2-3-1,V. Luxemburgo da Silva,A. Cardoso de Oliveira,-,Neo QuÃ­mica Arena,1,1,SP,MT
8120,10,10/06/2023,21:00,Botafogo-RJ,Fortaleza,4-2-3-1,4-4-2,L. Ribeiro de Castro,J. Vojvoda,Botafogo-RJ,EstÃ¡dio Nilton Santos,2,0,RJ,CE
8121,10,11/06/2023,11:00,America-MG,Athletico-PR,4-1-4-1,4-2-3-1,V. Carmo Mancini,P. Turra,-,Â MineirÃ£o,2,2,MG,PR
8122,10,11/06/2023,16:00,Sao Paulo,Palmeiras,4-2-3-1,4-2-3-1,D. Silvestre JÃºnior,A. Moreira Ferreira,Palmeiras,Â Morumbi,0,2,SP,SP
8123,10,11/06/2023,16:00,Internacional,Vasco,4-2-3-1,4-1-2-1-2,L. Venker de Menezes,M. Nogueira Barbieri,Internacional,EstÃ¡dio Beira-Rio,2,1,RS,RJ
8124,10,11/06/2023,18:30,Flamengo,Gremio,4-2-2-2,5-4-1,J. Sampaoli Moya,Renato GaÃºcho,Flamengo,Â MaracanÃ£,3,0,RJ,RS
8125,10,11/06/2023,18:30,Goias,Fluminense,4-5-1,4-2-2-2,E. Rodrigues de Ãvila,F. Diniz Silva,-,EstÃ¡dio HailÃ© Pinheiro - Serrinha,2,2,GO,RJ
8126,11,21/06/2023,19:00,Cruzeiro,Fortaleza,4-3-3,4-4-2,P. Marques da Costa Filipe,J. Vojvoda,Fortaleza,Â MineirÃ£o,0,1,MG,CE
8127,11,21/06/2023,19:01,Sao Paulo,Athletico-PR,4-2-3-1,4-2-3-1,D. Silvestre JÃºnior,W. Carvalho,Sao Paulo,Â Morumbi,2,1,SP,PR
8128,11,21/06/2023,20:01,Santos,Corinthians,4-2-3-1,4-1-4-1,O. Hellmann,V. Luxemburgo da Silva,Corinthians,EstÃ¡dio Urbano Caldeira,0,2,SP,SP
8129,11,21/06/2023,21:31,Fluminense,Atletico-MG,4-2-3-1,4-3-3,F. Diniz Silva,L. Scolari,-,EstÃ¡dio Municipal General Raulino de Oliveira,1,1,RJ,MG
8130,11,21/06/2023,21:31,Bahia,Palmeiras,4-2-3-1,4-2-3-1,R. Alves Paiva,A. Moreira Ferreira,Bahia,Itaipava Arena Fonte Nova,1,0,BA,SP
8131,11,22/06/2023,19:01,Gremio,America-MG,4-2-3-1,4-1-4-1,Renato GaÃºcho,V. Carmo Mancini,Gremio,Arena do GrÃªmio,3,1,RS,MG
8133,11,22/06/2023,20:00,Cuiaba,Botafogo-RJ,4-1-4-1,4-3-3,A. Cardoso de Oliveira,L. Ribeiro de Castro,Botafogo-RJ,Arena Pantanal,0,1,MT,RJ
8134,11,22/06/2023,20:00,Vasco,Goias,4-3-1-2,4-5-1,M. Nogueira Barbieri,L. Campos Borges,Goias,EstÃ¡dio SÃ£o JanuÃ¡rio,0,1,RJ,GO
8132,11,22/06/2023,20:02,Coritiba,Internacional,3-1-4-2,4-2-3-1,A. Zago,L. Venker de Menezes,Internacional,Â Couto Pereira,0,1,PR,RS
8135,11,22/06/2023,21:29,Bragantino,Flamengo,3-2-4-1,4-2-3-1,P. Faria Caixinha,J. Sampaoli Moya,Bragantino,NabizÃ£o,4,0,SP,RJ
8136,12,24/06/2023,15:59,Athletico-PR,Corinthians,3-4-3,4-1-4-1,W. Carvalho,V. Luxemburgo da Silva,Athletico-PR,Ligga Arena,1,0,PR,SP
8137,12,24/06/2023,18:30,Fluminense,Bahia,4-2-3-1,4-4-2,E. de Barros,R. Alves Paiva,Fluminense,Â MaracanÃ£,2,1,RJ,BA
8138,12,24/06/2023,18:30,Fortaleza,Atletico-MG,3-5-2,4-3-3,J. Vojvoda,L. Scolari,Fortaleza,Arena CastelÃ£o,2,1,CE,MG
8139,12,24/06/2023,21:00,Cruzeiro,Sao Paulo,4-3-3,4-2-3-1,P. Marques da Costa Filipe,D. Silvestre JÃºnior,Cruzeiro,EstÃ¡dio Raimundo Sampaio,1,0,MG,SP
8140,12,25/06/2023,16:00,Palmeiras,Botafogo-RJ,4-2-3-1,4-2-3-1,A. Moreira Ferreira,L. Ribeiro de Castro,Botafogo-RJ,Allianz Parque,0,1,SP,RJ
8141,12,25/06/2023,16:01,Gremio,Coritiba,4-2-3-1,3-1-4-2,Renato GaÃºcho,A. Zago,Gremio,Arena do GrÃªmio,5,1,RS,PR
8144,12,25/06/2023,18:29,Bragantino,Goias,3-2-4-1,4-5-1,P. Faria Caixinha,A. Evangelista Macedo Freitas,Bragantino,NabizÃ£o,2,0,SP,GO
8142,12,25/06/2023,18:30,America-MG,Internacional,4-3-3,4-2-3-1,V. Carmo Mancini,L. Venker de Menezes,Internacional,EstÃ¡dio Raimundo Sampaio,1,2,MG,RS
8143,12,25/06/2023,18:30,Santos,Flamengo,4-2-3-1,4-3-3,C. Salenave Santiago,J. Sampaoli Moya,Flamengo,EstÃ¡dio Urbano Caldeira,2,3,SP,RJ
8145,12,26/06/2023,21:00,Vasco,Cuiaba,4-3-3,4-3-3,W. B. de Almeida,A. Cardoso de Oliveira,Vasco,Luso-Brasileiro,1,0,RJ,MT
8146,13,01/07/2023,16:01,Sao Paulo,Fluminense,4-1-2-1-2,4-2-3-1,D. Silvestre JÃºnior,E. de Barros,Sao Paulo,Â Morumbi,1,0,SP,RJ
8147,13,01/07/2023,18:30,Flamengo,Fortaleza,4-2-2-2,5-3-2,J. Sampaoli Moya,J. Vojvoda,Flamengo,Â MaracanÃ£,2,0,RJ,CE
8148,13,01/07/2023,18:30,Bahia,Gremio,4-4-2,5-4-1,R. Alves Paiva,Renato GaÃºcho,Gremio,Itaipava Arena Fonte Nova,1,2,BA,RS
8149,13,01/07/2023,21:00,Internacional,Cruzeiro,4-2-3-1,4-1-4-1,L. Venker de Menezes,P. Marques da Costa Filipe,-,EstÃ¡dio Beira-Rio,0,0,RS,MG
8150,13,02/07/2023,11:00,Corinthians,Bragantino,4-3-3,4-1-2-1-2,V. Luxemburgo da Silva,P. Faria Caixinha,Bragantino,Neo QuÃ­mica Arena,0,1,SP,SP
8151,13,02/07/2023,16:00,Botafogo-RJ,Vasco,4-2-3-1,4-2-3-1,C. da Silva,W. B. de Almeida,Botafogo-RJ,EstÃ¡dio Nilton Santos,2,0,RJ,RJ
8152,13,02/07/2023,16:00,Atletico-MG,America-MG,4-3-3,4-4-2,L. Scolari,V. Carmo Mancini,-,Â MineirÃ£o,2,2,MG,MG
8153,13,02/07/2023,16:00,Athletico-PR,Palmeiras,3-4-2-1,3-5-2,W. Carvalho,J. M. Barreto Martins,-,Ligga Arena,2,2,PR,SP
8154,13,02/07/2023,18:32,Cuiaba,Santos,4-3-3,4-2-3-1,B. Lazaroni,P. Turra,Cuiaba,Arena Pantanal,3,0,MT,SP
8155,13,03/07/2023,19:59,Goias,Coritiba,4-2-3-1,4-1-4-1,A. Evangelista Macedo Freitas,T. Kosloski,Coritiba,EstÃ¡dio HailÃ© Pinheiro - Serrinha,1,2,GO,PR
8156,14,08/07/2023,15:59,Cuiaba,Bahia,4-3-3,5-4-1,A. Cardoso de Oliveira,R. Alves Paiva,-,Arena Pantanal,1,1,MT,BA
8157,14,08/07/2023,16:00,Vasco,Cruzeiro,3-4-2-1,4-1-4-1,W. B. de Almeida,P. Marques da Costa Filipe,Cruzeiro,EstÃ¡dio SÃ£o JanuÃ¡rio,0,1,RJ,MG
8158,14,08/07/2023,18:30,Atletico-MG,Corinthians,4-2-3-1,5-3-2,A. C. Pracidelli,V. Luxemburgo da Silva,Corinthians,Â MineirÃ£o,0,1,MG,SP
8159,14,08/07/2023,18:30,Coritiba,America-MG,4-1-4-1,4-5-1,T. Kosloski,V. Carmo Mancini,Coritiba,Â Couto Pereira,3,1,PR,MG
8160,14,08/07/2023,21:00,Palmeiras,Flamengo,4-2-3-1,4-3-3,A. Moreira Ferreira,J. Sampaoli Moya,-,Allianz Parque,1,1,SP,RJ
8161,14,09/07/2023,11:00,Santos,Goias,4-2-3-1,4-2-3-1,P. Turra,A. Evangelista Macedo Freitas,Santos,EstÃ¡dio Urbano Caldeira,4,3,SP,GO
8163,14,09/07/2023,15:59,Bragantino,Sao Paulo,4-3-3,4-3-3,P. Faria Caixinha,D. Silvestre JÃºnior,-,NabizÃ£o,0,0,SP,SP
8162,14,09/07/2023,16:00,Fluminense,Internacional,4-4-2,4-3-3,F. Diniz Silva,L. Venker de Menezes,Fluminense,Â MaracanÃ£,2,0,RJ,RS
8164,14,09/07/2023,18:30,Fortaleza,Athletico-PR,3-4-1-2,3-4-2-1,J. Vojvoda,W. Carvalho,Fortaleza,Arena CastelÃ£o,1,0,CE,PR
8165,14,09/07/2023,18:31,Gremio,Botafogo-RJ,3-4-2-1,4-2-3-1,Renato GaÃºcho,C. da Silva,Botafogo-RJ,Arena do GrÃªmio,0,2,RS,RJ
8166,15,15/07/2023,21:00,Botafogo-RJ,Bragantino,4-2-3-1,4-2-2-2,C. da Silva,P. Faria Caixinha,Botafogo-RJ,EstÃ¡dio Nilton Santos,2,0,RJ,SP
8167,15,16/07/2023,10:59,Cruzeiro,Coritiba,4-1-4-1,4-1-4-1,P. Marques da Costa Filipe,T. Kosloski,-,EstÃ¡dio Raimundo Sampaio,0,0,MG,PR
8168,15,16/07/2023,16:00,Fortaleza,Cuiaba,3-4-1-2,4-3-3,J. Vojvoda,A. Cardoso de Oliveira,Cuiaba,Arena CastelÃ£o,0,1,CE,MT
8169,15,16/07/2023,16:00,Fluminense,Flamengo,4-2-3-1,4-2-3-1,F. Diniz Silva,J. Sampaoli Moya,-,Â MaracanÃ£,0,0,RJ,RJ
8170,15,16/07/2023,16:00,Sao Paulo,Santos,4-2-3-1,4-2-3-1,D. Silvestre JÃºnior,F. Paiva Endres,Sao Paulo,Â Morumbi,4,1,SP,SP
8171,15,16/07/2023,18:30,Athletico-PR,Bahia,4-2-3-1,4-2-3-1,W. Carvalho,R. Alves Paiva,Athletico-PR,Ligga Arena,2,0,PR,BA
8172,15,16/07/2023,18:30,Internacional,Palmeiras,4-2-3-1,4-3-3,L. Venker de Menezes,A. Moreira Ferreira,-,EstÃ¡dio Beira-Rio,0,0,RS,SP
8173,15,17/07/2023,19:59,Goias,Atletico-MG,4-5-1,4-2-3-1,A. Evangelista Macedo Freitas,L. Scolari,-,EstÃ¡dio HailÃ© Pinheiro - Serrinha,0,0,GO,MG
8176,16,22/07/2023,16:00,Palmeiras,Fortaleza,4-2-3-1,4-1-4-1,A. Moreira Ferreira,J. Vojvoda,Palmeiras,Allianz Parque,3,1,SP,CE
8177,16,22/07/2023,16:00,Flamengo,America-MG,4-2-3-1,4-3-3,J. Sampaoli Moya,V. Carmo Mancini,-,Â MaracanÃ£,1,1,RJ,MG
8178,16,22/07/2023,18:30,Cuiaba,Sao Paulo,4-3-3,4-2-3-1,B. Lazaroni,D. Silvestre JÃºnior,Cuiaba,Arena Pantanal,2,1,MT,SP
8179,16,22/07/2023,18:31,Bahia,Corinthians,4-3-1-2,3-4-2-1,R. Alves Paiva,V. Luxemburgo da Silva,-,Itaipava Arena Fonte Nova,0,0,BA,SP
8180,16,22/07/2023,21:00,Gremio,Atletico-MG,3-4-2-1,4-4-1-1,Renato GaÃºcho,L. Scolari,Gremio,Arena do GrÃªmio,1,0,RS,MG
8181,16,23/07/2023,16:00,Bragantino,Internacional,4-3-3,4-2-3-1,P. Faria Caixinha,E. Coudet,-,NabizÃ£o,0,0,SP,RS
8183,16,23/07/2023,16:00,Cruzeiro,Goias,4-1-4-1,4-2-3-1,P. Marques da Costa Filipe,A. Evangelista Macedo Freitas,Goias,EstÃ¡dio Raimundo Sampaio,0,1,MG,GO
8182,16,23/07/2023,16:02,Santos,Botafogo-RJ,4-3-3,4-2-3-1,P. Turra,B. Nascimento,-,EstÃ¡dio Urbano Caldeira,2,2,SP,RJ
8184,16,23/07/2023,18:30,Vasco,Athletico-PR,4-3-3,3-4-2-1,R. DÃ­az,W. Carvalho,Athletico-PR,EstÃ¡dio SÃ£o JanuÃ¡rio,0,2,RJ,PR
8185,16,24/07/2023,19:01,Coritiba,Fluminense,4-1-4-1,4-3-3,T. Kosloski,F. Diniz Silva,Coritiba,Â Couto Pereira,2,0,PR,RJ
8186,17,29/07/2023,16:00,Fluminense,Santos,4-2-3-1,4-2-3-1,F. Diniz Silva,P. Turra,Fluminense,Â MaracanÃ£,1,0,RJ,SP
8187,17,29/07/2023,16:00,Athletico-PR,Cruzeiro,4-3-3,4-3-3,W. Carvalho,P. Marques da Costa Filipe,-,Ligga Arena,3,3,PR,MG
8188,17,29/07/2023,16:00,Internacional,Cuiaba,4-1-2-1-2,4-3-3,E. Coudet,A. Cardoso de Oliveira,Cuiaba,EstÃ¡dio Beira-Rio,1,2,RS,MT
8190,17,29/07/2023,18:30,Fortaleza,Bragantino,4-2-3-1,3-5-2,J. Vojvoda,P. Faria Caixinha,Bragantino,Arena CastelÃ£o,0,3,CE,SP
8189,17,29/07/2023,18:33,Corinthians,Vasco,4-3-3,3-5-2,V. Luxemburgo da Silva,R. DÃ­az,Corinthians,Neo QuÃ­mica Arena,3,1,SP,RJ
8191,17,29/07/2023,21:00,Atletico-MG,Flamengo,4-2-3-1,4-2-3-1,L. Scolari,J. Sampaoli Moya,Flamengo,EstÃ¡dio Raimundo Sampaio,1,2,MG,RJ
8192,17,30/07/2023,11:02,Sao Paulo,Bahia,4-2-3-1,4-2-3-1,L. Silvestre,R. Alves Paiva,-,Â Morumbi,0,0,SP,BA
8193,17,30/07/2023,16:00,America-MG,Palmeiras,4-2-3-1,4-2-3-1,V. Carmo Mancini,A. Moreira Ferreira,Palmeiras,EstÃ¡dio Raimundo Sampaio,1,4,MG,SP
8194,17,30/07/2023,16:00,Botafogo-RJ,Coritiba,4-2-3-1,4-1-4-1,B. Nascimento,T. Kosloski,Botafogo-RJ,EstÃ¡dio Nilton Santos,4,1,RJ,PR
8195,17,30/07/2023,18:29,Goias,Gremio,4-3-3,3-4-3,A. Evangelista Macedo Freitas,Renato GaÃºcho,-,EstÃ¡dio HailÃ© Pinheiro - Serrinha,1,1,GO,RS
8196,18,05/08/2023,16:00,Santos,Athletico-PR,4-3-3,4-2-3-1,P. Turra,W. Carvalho,-,EstÃ¡dio Urbano Caldeira,1,1,SP,PR
8197,18,05/08/2023,18:32,Goias,Fortaleza,4-3-3,4-2-3-1,A. Evangelista Macedo Freitas,J. Vojvoda,Goias,EstÃ¡dio HailÃ© Pinheiro - Serrinha,1,0,GO,CE
8198,18,05/08/2023,18:32,Internacional,Corinthians,4-4-2,4-3-3,E. Coudet,V. Luxemburgo da Silva,-,EstÃ¡dio Beira-Rio,2,2,RS,SP
8199,18,05/08/2023,21:00,Fluminense,Palmeiras,4-4-2,4-2-3-1,F. Diniz Silva,A. Moreira Ferreira,Fluminense,Â MaracanÃ£,2,1,RJ,SP
8200,18,06/08/2023,16:00,Vasco,Gremio,4-1-4-1,4-2-3-1,R. DÃ­az,Renato GaÃºcho,Vasco,EstÃ¡dio SÃ£o JanuÃ¡rio,1,0,RJ,RS
8201,18,06/08/2023,16:02,Sao Paulo,Atletico-MG,4-2-3-1,4-2-3-1,D. Silvestre JÃºnior,L. Scolari,Atletico-MG,Â Morumbi,0,2,SP,MG
8202,18,06/08/2023,18:30,Coritiba,Bragantino,4-1-4-1,4-3-3,T. Kosloski,P. Faria Caixinha,Bragantino,Â Couto Pereira,0,1,PR,SP
8204,18,06/08/2023,18:30,Cruzeiro,Botafogo-RJ,4-3-3,4-2-3-1,S. De Azevedo Correia,B. Nascimento,-,Â MineirÃ£o,0,0,MG,RJ
8203,18,06/08/2023,18:31,Bahia,America-MG,4-2-3-1,4-3-3,R. Alves Paiva,V. Carmo Mancini,Bahia,Itaipava Arena Fonte Nova,3,1,BA,MG
8205,18,06/08/2023,20:00,Cuiaba,Flamengo,4-3-3,4-2-3-1,A. Cardoso de Oliveira,J. Sampaoli Moya,Cuiaba,Arena Pantanal,3,0,MT,RJ
8206,19,12/08/2023,21:01,Botafogo-RJ,Internacional,4-2-3-1,4-2-3-1,B. Nascimento,E. Coudet,Botafogo-RJ,EstÃ¡dio Nilton Santos,3,1,RJ,RS
8207,19,13/08/2023,11:00,Atletico-MG,Bahia,4-2-3-1,4-2-3-1,L. Scolari,R. Alves Paiva,Atletico-MG,Â MineirÃ£o,1,0,MG,BA
8208,19,13/08/2023,15:59,America-MG,Goias,4-2-3-1,4-3-3,F. Bustos,A. Evangelista Macedo Freitas,Goias,EstÃ¡dio Raimundo Sampaio,0,1,MG,GO
8210,19,13/08/2023,16:00,Gremio,Fluminense,4-4-2,4-2-3-1,Renato GaÃºcho,F. Diniz Silva,Gremio,Arena do GrÃªmio,2,1,RS,RJ
8209,19,13/08/2023,16:01,Corinthians,Coritiba,4-2-3-1,4-1-4-1,V. Luxemburgo da Silva,W. Alves,Corinthians,Neo QuÃ­mica Arena,3,1,SP,PR
8211,19,13/08/2023,18:30,Fortaleza,Santos,4-3-3,4-2-3-1,J. Vojvoda,D. Aguirre Camblor,Fortaleza,Arena CastelÃ£o,4,0,CE,SP
8212,19,13/08/2023,18:30,Flamengo,Sao Paulo,4-2-3-1,4-2-3-1,J. Sampaoli Moya,D. Silvestre JÃºnior,-,Â MaracanÃ£,1,1,RJ,SP
8213,19,14/08/2023,19:01,Palmeiras,Cruzeiro,4-2-3-1,4-2-3-1,A. Moreira Ferreira,P. Marques da Costa Filipe,Palmeiras,Allianz Parque,1,0,SP,MG
8214,19,14/08/2023,21:00,Bragantino,Vasco,4-3-3,4-1-4-1,P. Faria Caixinha,R. DÃ­az,-,NabizÃ£o,1,1,SP,RJ
8215,19,15/08/2023,20:00,Athletico-PR,Cuiaba,4-2-3-1,4-3-3,W. Carvalho,A. Cardoso de Oliveira,Athletico-PR,Ligga Arena,2,0,PR,MT
8217,20,19/08/2023,15:59,Internacional,Fortaleza,4-2-3-1,4-2-3-1,E. Coudet,J. Vojvoda,Fortaleza,EstÃ¡dio Beira-Rio,0,1,RS,CE
8216,20,19/08/2023,16:02,Sao Paulo,Botafogo-RJ,4-2-3-1,4-2-3-1,L. Silvestre,B. Nascimento,-,Â Morumbi,0,0,SP,RJ
8218,20,19/08/2023,18:30,Cuiaba,Palmeiras,4-3-3,4-2-3-1,A. Cardoso de Oliveira,A. Moreira Ferreira,Palmeiras,Arena Pantanal,0,2,MT,SP
8219,20,19/08/2023,18:30,Fluminense,America-MG,4-2-3-1,4-3-3,F. Diniz Silva,F. Bustos,Fluminense,Â MaracanÃ£,3,1,RJ,MG
8220,20,19/08/2023,21:00,Cruzeiro,Corinthians,4-2-3-1,4-3-3,P. Marques da Costa Filipe,V. Luxemburgo da Silva,-,Â MineirÃ£o,1,1,MG,SP
8221,20,20/08/2023,11:00,Vasco,Atletico-MG,4-1-4-1,4-2-3-1,R. DÃ­az,A. C. Pracidelli,Vasco,Â MaracanÃ£,1,0,RJ,MG
8223,20,20/08/2023,16:00,Bahia,Bragantino,4-2-3-1,4-2-3-1,R. Alves Paiva,P. Faria Caixinha,Bahia,Itaipava Arena Fonte Nova,4,0,BA,SP
8224,20,20/08/2023,16:00,Santos,Gremio,3-4-2-1,4-2-3-1,D. Aguirre Camblor,Renato GaÃºcho,Santos,EstÃ¡dio Urbano Caldeira,2,1,SP,RS
8222,20,20/08/2023,16:01,Coritiba,Flamengo,4-1-4-1,4-2-2-2,T. Kosloski,J. Sampaoli Moya,Flamengo,Â Couto Pereira,2,3,PR,RJ
8225,20,21/08/2023,19:59,Goias,Athletico-PR,4-3-3,3-4-2-1,A. Evangelista Macedo Freitas,W. Carvalho,-,EstÃ¡dio HailÃ© Pinheiro - Serrinha,1,1,GO,PR
8226,21,26/08/2023,18:31,Flamengo,Internacional,4-2-3-1,4-3-3,J. Sampaoli Moya,L. GonzÃ¡lez,-,Â MaracanÃ£,0,0,RJ,RS
8227,21,26/08/2023,21:02,Corinthians,Goias,4-3-3,4-3-3,V. Luxemburgo da Silva,A. Evangelista Macedo Freitas,-,Neo QuÃ­mica Arena,1,1,SP,GO
8228,21,27/08/2023,11:00,Bragantino,Cuiaba,4-2-3-1,4-3-3,P. Faria Caixinha,A. Cardoso de Oliveira,Bragantino,NabizÃ£o,2,0,SP,MT
8229,21,27/08/2023,16:00,Botafogo-RJ,Bahia,4-2-3-1,4-1-4-1,B. Nascimento,R. Alves Paiva,Botafogo-RJ,EstÃ¡dio Nilton Santos,3,0,RJ,BA
8231,21,27/08/2023,16:00,America-MG,Sao Paulo,3-5-2,4-2-3-1,F. Bustos,D. Silvestre JÃºnior,America-MG,EstÃ¡dio Raimundo Sampaio,2,1,MG,SP
8230,21,27/08/2023,16:01,Atletico-MG,Santos,4-2-3-1,4-2-3-1,L. Scolari,D. Aguirre Camblor,Atletico-MG,Arena MRV,2,0,MG,SP
8232,21,27/08/2023,18:30,Palmeiras,Vasco,4-2-3-1,4-1-4-1,A. Moreira Ferreira,R. DÃ­az,Palmeiras,Allianz Parque,1,0,SP,RJ
8233,21,27/08/2023,18:30,Fortaleza,Coritiba,4-2-3-1,4-1-4-1,J. Vojvoda,T. Kosloski,Fortaleza,EstÃ¡dio Presidente Vargas,3,1,CE,PR
8234,21,27/08/2023,18:30,Athletico-PR,Fluminense,4-2-3-1,3-4-3,W. Carvalho,F. Diniz Silva,-,Ligga Arena,2,2,PR,RJ
8235,21,27/08/2023,18:59,Gremio,Cruzeiro,4-3-1-2,4-2-3-1,A. P. Mendes,P. Marques da Costa Filipe,Gremio,Arena do GrÃªmio,3,0,RS,MG
8236,22,02/09/2023,15:59,Goias,Internacional,4-3-3,4-2-3-1,A. Evangelista Macedo Freitas,E. Coudet,-,EstÃ¡dio HailÃ© Pinheiro - Serrinha,0,0,GO,RS
8237,22,02/09/2023,16:00,Athletico-PR,Atletico-MG,4-3-3,4-2-3-1,W. Carvalho,L. Scolari,-,Ligga Arena,1,1,PR,MG
8238,22,02/09/2023,21:18,Botafogo-RJ,Flamengo,4-2-3-1,4-2-3-1,B. Nascimento,J. Sampaoli Moya,Flamengo,EstÃ¡dio Nilton Santos,1,2,RJ,RJ
8239,22,03/09/2023,11:00,Gremio,Cuiaba,4-1-2-1-2,3-4-3,Renato GaÃºcho,A. Cardoso de Oliveira,Gremio,Arena do GrÃªmio,2,0,RS,MT
8241,22,03/09/2023,16:00,Fluminense,Fortaleza,4-4-2,4-2-3-1,F. Diniz Silva,J. Vojvoda,Fluminense,EstÃ¡dio Municipal General Raulino de Oliveira,1,0,RJ,CE
8240,22,03/09/2023,16:03,Corinthians,Palmeiras,4-2-3-1,4-2-3-1,V. Luxemburgo da Silva,A. Moreira Ferreira,-,Neo QuÃ­mica Arena,0,0,SP,SP
8242,22,03/09/2023,18:30,Bahia,Vasco,4-1-4-1,4-1-4-1,R. Alves Paiva,R. DÃ­az,-,Itaipava Arena Fonte Nova,1,1,BA,RJ
8243,22,03/09/2023,18:30,Cruzeiro,Bragantino,4-2-3-1,4-2-3-1,F. Seabra,P. Faria Caixinha,-,Â MineirÃ£o,0,0,MG,SP
8244,22,03/09/2023,18:30,America-MG,Santos,3-5-2,4-2-3-1,F. Bustos,D. Aguirre Camblor,America-MG,EstÃ¡dio Raimundo Sampaio,2,0,MG,SP
8246,23,13/09/2023,21:30,Flamengo,Athletico-PR,3-4-3,4-2-3-1,J. Sampaoli Moya,W. Carvalho,Athletico-PR,KlÃ©ber Andrade,0,3,RJ,PR
8247,23,13/09/2023,21:30,Internacional,Sao Paulo,4-2-3-1,4-4-1-1,E. Coudet,D. Silvestre JÃºnior,Internacional,EstÃ¡dio Beira-Rio,2,1,RS,SP
8248,23,14/09/2023,19:01,Santos,Cruzeiro,4-2-3-1,4-2-3-1,D. Aguirre Camblor,J. Mannarino,Cruzeiro,EstÃ¡dio Urbano Caldeira,0,3,SP,MG
8249,23,14/09/2023,19:02,Fortaleza,Corinthians,4-2-3-1,3-4-1-2,J. Vojvoda,V. Luxemburgo da Silva,Fortaleza,Arena CastelÃ£o,2,1,CE,SP
8250,23,14/09/2023,20:03,Coritiba,Bahia,4-1-4-1,4-2-3-1,T. Kosloski,R. Ceni,Bahia,Â Couto Pereira,2,4,PR,BA
8251,23,14/09/2023,21:30,Bragantino,Gremio,4-2-3-1,4-1-3-2,P. Faria Caixinha,Renato GaÃºcho,Bragantino,NabizÃ£o,2,0,SP,RS
8252,23,15/09/2023,20:00,Cuiaba,America-MG,4-3-3,3-5-2,A. Cardoso de Oliveira,F. Bustos,-,Arena Pantanal,2,2,MT,MG
8253,23,15/09/2023,21:30,Palmeiras,Goias,4-2-3-1,4-3-3,A. Moreira Ferreira,A. Evangelista Macedo Freitas,Palmeiras,Allianz Parque,1,0,SP,GO
8254,23,16/09/2023,16:00,Vasco,Fluminense,4-5-1,4-4-2,R. DÃ­az,E. de Barros,Vasco,EstÃ¡dio Nilton Santos,4,2,RJ,RJ
8255,23,16/09/2023,21:01,Atletico-MG,Botafogo-RJ,4-2-3-1,4-2-3-1,L. Scolari,B. Nascimento,Atletico-MG,Arena MRV,1,0,MG,RJ
